Lon,Lat,"Depth(km)",VpVsRatio
-104.7333,34.5000,26,1.750 
-104.5155,34.5000,26,1.750 
-104.2977,34.5000,26,1.750 
-104.0799,34.5000,26,1.750 
-103.8622,34.5000,26,1.750 
-103.6444,34.5000,26,1.750 
-103.4266,34.5000,26,1.750 
-103.2088,34.5000,26,1.750 
-102.9910,34.5000,26,1.750 
-102.7733,34.5000,26,1.750 
-102.5555,34.5000,26,1.750 
-102.3377,34.5000,26,1.750 
-102.1199,34.5000,26,1.750 
-101.9021,34.5000,26,1.750 
-101.6843,34.5000,26,1.750 
-101.4666,34.5000,26,1.750 
-101.2488,34.5000,26,1.750 
-101.0310,34.5000,26,1.750 
-100.8132,34.5000,26,1.750 
-100.5954,34.5000,26,1.750 
-100.3777,34.5000,26,1.750 
-100.1599,34.5000,26,1.750 
-99.9421,34.5000,26,1.750 
-99.7243,34.5000,26,1.750 
-99.5065,34.5000,26,1.750 
-99.2888,34.5000,26,1.750 
-108.0000,34.3201,26,1.750 
-107.7822,34.3201,26,1.750 
-107.5644,34.3201,26,1.750 
-107.3467,34.3201,26,1.750 
-107.1289,34.3201,26,1.750 
-106.9111,34.3201,26,1.750 
-106.6933,34.3201,26,1.750 
-106.4755,34.3201,26,1.750 
-106.2578,34.3201,26,1.750 
-106.0400,34.3201,26,1.750 
-105.8222,34.3201,26,1.750 
-105.6044,34.3201,26,1.750 
-105.3866,34.3201,26,1.750 
-105.1688,34.3201,26,1.750 
-104.9511,34.3201,26,1.750 
-104.7333,34.3201,26,1.750 
-104.5155,34.3201,26,1.750 
-104.2977,34.3201,26,1.750 
-104.0799,34.3201,26,1.750 
-103.8622,34.3201,26,1.750 
-103.6444,34.3201,26,1.750 
-103.4266,34.3201,26,1.750 
-103.2088,34.3201,26,1.750 
-102.9910,34.3201,26,1.750 
-102.7733,34.3201,26,1.750 
-102.5555,34.3201,26,1.750 
-102.3377,34.3201,26,1.750 
-102.1199,34.3201,26,1.750 
-101.9021,34.3201,26,1.750 
-101.6843,34.3201,26,1.750 
-101.4666,34.3201,26,1.750 
-101.2488,34.3201,26,1.750 
-101.0310,34.3201,26,1.750 
-100.8132,34.3201,26,1.750 
-100.5954,34.3201,26,1.750 
-100.3777,34.3201,26,1.750 
-100.1599,34.3201,26,1.750 
-99.9421,34.3201,26,1.750 
-99.7243,34.3201,26,1.750 
-99.5065,34.3201,26,1.750 
-99.2888,34.3201,26,1.750 
-108.0000,34.1403,26,1.750 
-107.7822,34.1403,26,1.750 
-107.5644,34.1403,26,1.750 
-107.3467,34.1403,26,1.750 
-107.1289,34.1403,26,1.750 
-106.9111,34.1403,26,1.750 
-106.6933,34.1403,26,1.750 
-106.4755,34.1403,26,1.750 
-106.2578,34.1403,26,1.750 
-106.0400,34.1403,26,1.750 
-105.8222,34.1403,26,1.750 
-105.6044,34.1403,26,1.750 
-105.3866,34.1403,26,1.750 
-105.1688,34.1403,26,1.750 
-104.9511,34.1403,26,1.750 
-104.7333,34.1403,26,1.750 
-104.5155,34.1403,26,1.750 
-104.2977,34.1403,26,1.750 
-104.0799,34.1403,26,1.750 
-103.8622,34.1403,26,1.750 
-103.6444,34.1403,26,1.750 
-103.4266,34.1403,26,1.750 
-103.2088,34.1403,26,1.750 
-102.9910,34.1403,26,1.750 
-102.7733,34.1403,26,1.750 
-102.5555,34.1403,26,1.750 
-102.3377,34.1403,26,1.750 
-102.1199,34.1403,26,1.750 
-101.9021,34.1403,26,1.750 
-101.6843,34.1403,26,1.750 
-101.4666,34.1403,26,1.750 
-101.2488,34.1403,26,1.750 
-101.0310,34.1403,26,1.750 
-100.8132,34.1403,26,1.750 
-100.5954,34.1403,26,1.750 
-100.3777,34.1403,26,1.750 
-100.1599,34.1403,26,1.750 
-99.9421,34.1403,26,1.750 
-99.7243,34.1403,26,1.750 
-99.5065,34.1403,26,1.750 
-99.2888,34.1403,26,1.750 
-108.0000,33.9604,26,1.750 
-107.7822,33.9604,26,1.750 
-107.5644,33.9604,26,1.750 
-107.3467,33.9604,26,1.750 
-107.1289,33.9604,26,1.750 
-106.9111,33.9604,26,1.750 
-106.6933,33.9604,26,1.750 
-106.4755,33.9604,26,1.750 
-106.2578,33.9604,26,1.750 
-106.0400,33.9604,26,1.750 
-105.8222,33.9604,26,1.750 
-105.6044,33.9604,26,1.750 
-105.3866,33.9604,26,1.750 
-105.1688,33.9604,26,1.750 
-104.9511,33.9604,26,1.750 
-104.7333,33.9604,26,1.750 
-104.5155,33.9604,26,1.750 
-104.2977,33.9604,26,1.750 
-104.0799,33.9604,26,1.750 
-103.8622,33.9604,26,1.750 
-103.6444,33.9604,26,1.750 
-103.4266,33.9604,26,1.750 
-103.2088,33.9604,26,1.750 
-102.9910,33.9604,26,1.750 
-102.7733,33.9604,26,1.750 
-102.5555,33.9604,26,1.750 
-102.3377,33.9604,26,1.750 
-102.1199,33.9604,26,1.750 
-101.9021,33.9604,26,1.750 
-101.6843,33.9604,26,1.750 
-101.4666,33.9604,26,1.750 
-101.2488,33.9604,26,1.750 
-101.0310,33.9604,26,1.750 
-100.8132,33.9604,26,1.750 
-100.5954,33.9604,26,1.750 
-100.3777,33.9604,26,1.750 
-100.1599,33.9604,26,1.750 
-99.9421,33.9604,26,1.750 
-99.7243,33.9604,26,1.750 
-99.5065,33.9604,26,1.750 
-99.2888,33.9604,26,1.750 
-108.0000,33.7805,26,1.750 
-107.7822,33.7805,26,1.750 
-107.5644,33.7805,26,1.750 
-107.3467,33.7805,26,1.750 
-107.1289,33.7805,26,1.750 
-106.9111,33.7805,26,1.750 
-106.6933,33.7805,26,1.750 
-106.4755,33.7805,26,1.750 
-106.2578,33.7805,26,1.750 
-106.0400,33.7805,26,1.750 
-105.8222,33.7805,26,1.750 
-105.6044,33.7805,26,1.750 
-105.3866,33.7805,26,1.750 
-105.1688,33.7805,26,1.750 
-104.9511,33.7805,26,1.750 
-104.7333,33.7805,26,1.750 
-104.5155,33.7805,26,1.750 
-104.2977,33.7805,26,1.750 
-104.0799,33.7805,26,1.750 
-103.8622,33.7805,26,1.750 
-103.6444,33.7805,26,1.750 
-103.4266,33.7805,26,1.750 
-103.2088,33.7805,26,1.750 
-102.9910,33.7805,26,1.750 
-102.7733,33.7805,26,1.750 
-102.5555,33.7805,26,1.750 
-102.3377,33.7805,26,1.750 
-102.1199,33.7805,26,1.750 
-101.9021,33.7805,26,1.750 
-101.6843,33.7805,26,1.750 
-101.4666,33.7805,26,1.750 
-101.2488,33.7805,26,1.750 
-101.0310,33.7805,26,1.750 
-100.8132,33.7805,26,1.750 
-100.5954,33.7805,26,1.750 
-100.3777,33.7805,26,1.750 
-100.1599,33.7805,26,1.750 
-99.9421,33.7805,26,1.750 
-99.7243,33.7805,26,1.750 
-99.5065,33.7805,26,1.750 
-99.2888,33.7805,26,1.750 
-108.0000,33.6007,26,1.750 
-107.7822,33.6007,26,1.750 
-107.5644,33.6007,26,1.750 
-107.3467,33.6007,26,1.750 
-107.1289,33.6007,26,1.750 
-106.9111,33.6007,26,1.750 
-106.6933,33.6007,26,1.750 
-106.4755,33.6007,26,1.750 
-106.2578,33.6007,26,1.750 
-106.0400,33.6007,26,1.750 
-105.8222,33.6007,26,1.750 
-105.6044,33.6007,26,1.750 
-105.3866,33.6007,26,1.750 
-105.1688,33.6007,26,1.750 
-104.9511,33.6007,26,1.750 
-104.7333,33.6007,26,1.750 
-104.5155,33.6007,26,1.750 
-104.2977,33.6007,26,1.750 
-104.0799,33.6007,26,1.750 
-103.8622,33.6007,26,1.750 
-103.6444,33.6007,26,1.750 
-103.4266,33.6007,26,1.750 
-103.2088,33.6007,26,1.750 
-102.9910,33.6007,26,1.750 
-102.7733,33.6007,26,1.750 
-102.5555,33.6007,26,1.750 
-102.3377,33.6007,26,1.750 
-102.1199,33.6007,26,1.750 
-101.9021,33.6007,26,1.750 
-101.6843,33.6007,26,1.750 
-101.4666,33.6007,26,1.750 
-101.2488,33.6007,26,1.750 
-101.0310,33.6007,26,1.750 
-100.8132,33.6007,26,1.750 
-100.5954,33.6007,26,1.750 
-100.3777,33.6007,26,1.750 
-100.1599,33.6007,26,1.750 
-99.9421,33.6007,26,1.750 
-99.7243,33.6007,26,1.750 
-99.5065,33.6007,26,1.750 
-99.2888,33.6007,26,1.750 
-108.0000,33.4208,26,1.750 
-107.7822,33.4208,26,1.750 
-107.5644,33.4208,26,1.750 
-107.3467,33.4208,26,1.750 
-107.1289,33.4208,26,1.750 
-106.9111,33.4208,26,1.750 
-106.6933,33.4208,26,1.750 
-106.4755,33.4208,26,1.750 
-106.2578,33.4208,26,1.750 
-106.0400,33.4208,26,1.750 
-105.8222,33.4208,26,1.750 
-105.6044,33.4208,26,1.750 
-105.3866,33.4208,26,1.750 
-105.1688,33.4208,26,1.750 
-104.9511,33.4208,26,1.750 
-104.7333,33.4208,26,1.750 
-104.5155,33.4208,26,1.750 
-104.2977,33.4208,26,1.750 
-104.0799,33.4208,26,1.750 
-103.8622,33.4208,26,1.750 
-103.6444,33.4208,26,1.750 
-103.4266,33.4208,26,1.750 
-103.2088,33.4208,26,1.750 
-102.9910,33.4208,26,1.750 
-102.7733,33.4208,26,1.750 
-102.5555,33.4208,26,1.750 
-102.3377,33.4208,26,1.750 
-102.1199,33.4208,26,1.750 
-101.9021,33.4208,26,1.750 
-101.6843,33.4208,26,1.750 
-101.4666,33.4208,26,1.750 
-101.2488,33.4208,26,1.750 
-101.0310,33.4208,26,1.750 
-100.8132,33.4208,26,1.750 
-100.5954,33.4208,26,1.750 
-100.3777,33.4208,26,1.750 
-100.1599,33.4208,26,1.750 
-99.9421,33.4208,26,1.750 
-99.7243,33.4208,26,1.750 
-99.5065,33.4208,26,1.750 
-99.2888,33.4208,26,1.750 
-108.0000,33.2410,26,1.750 
-107.7822,33.2410,26,1.750 
-107.5644,33.2410,26,1.750 
-107.3467,33.2410,26,1.750 
-107.1289,33.2410,26,1.750 
-106.9111,33.2410,26,1.750 
-106.6933,33.2410,26,1.750 
-106.4755,33.2410,26,1.750 
-106.2578,33.2410,26,1.750 
-106.0400,33.2410,26,1.750 
-105.8222,33.2410,26,1.750 
-105.6044,33.2410,26,1.750 
-105.3866,33.2410,26,1.750 
-105.1688,33.2410,26,1.750 
-104.9511,33.2410,26,1.750 
-104.7333,33.2410,26,1.750 
-104.5155,33.2410,26,1.750 
-104.2977,33.2410,26,1.750 
-104.0799,33.2410,26,1.750 
-103.8622,33.2410,26,1.750 
-103.6444,33.2410,26,1.750 
-103.4266,33.2410,26,1.750 
-103.2088,33.2410,26,1.750 
-102.9910,33.2410,26,1.750 
-102.7733,33.2410,26,1.750 
-102.5555,33.2410,26,1.750 
-102.3377,33.2410,26,1.750 
-102.1199,33.2410,26,1.750 
-101.9021,33.2410,26,1.750 
-101.6843,33.2410,26,1.750 
-101.4666,33.2410,26,1.750 
-101.2488,33.2410,26,1.749 
-101.0310,33.2410,26,1.749 
-100.8132,33.2410,26,1.750 
-100.5954,33.2410,26,1.750 
-100.3777,33.2410,26,1.750 
-100.1599,33.2410,26,1.750 
-99.9421,33.2410,26,1.750 
-99.7243,33.2410,26,1.750 
-99.5065,33.2410,26,1.750 
-99.2888,33.2410,26,1.750 
-108.0000,33.0611,26,1.750 
-107.7822,33.0611,26,1.750 
-107.5644,33.0611,26,1.750 
-107.3467,33.0611,26,1.750 
-107.1289,33.0611,26,1.750 
-106.9111,33.0611,26,1.750 
-106.6933,33.0611,26,1.750 
-106.4755,33.0611,26,1.750 
-106.2578,33.0611,26,1.750 
-106.0400,33.0611,26,1.750 
-105.8222,33.0611,26,1.750 
-105.6044,33.0611,26,1.750 
-105.3866,33.0611,26,1.750 
-105.1688,33.0611,26,1.750 
-104.9511,33.0611,26,1.750 
-104.7333,33.0611,26,1.750 
-104.5155,33.0611,26,1.750 
-104.2977,33.0611,26,1.750 
-104.0799,33.0611,26,1.750 
-103.8622,33.0611,26,1.750 
-103.6444,33.0611,26,1.750 
-103.4266,33.0611,26,1.750 
-103.2088,33.0611,26,1.750 
-102.9910,33.0611,26,1.750 
-102.7733,33.0611,26,1.750 
-102.5555,33.0611,26,1.750 
-102.3377,33.0611,26,1.750 
-102.1199,33.0611,26,1.750 
-101.9021,33.0611,26,1.750 
-101.6843,33.0611,26,1.750 
-101.4666,33.0611,26,1.749 
-101.2488,33.0611,26,1.749 
-101.0310,33.0611,26,1.749 
-100.8132,33.0611,26,1.749 
-100.5954,33.0611,26,1.750 
-100.3777,33.0611,26,1.750 
-100.1599,33.0611,26,1.750 
-99.9421,33.0611,26,1.750 
-99.7243,33.0611,26,1.750 
-99.5065,33.0611,26,1.750 
-99.2888,33.0611,26,1.750 
-108.0000,32.8812,26,1.750 
-107.7822,32.8812,26,1.750 
-107.5644,32.8812,26,1.750 
-107.3467,32.8812,26,1.750 
-107.1289,32.8812,26,1.750 
-106.9111,32.8812,26,1.750 
-106.6933,32.8812,26,1.750 
-106.4755,32.8812,26,1.750 
-106.2578,32.8812,26,1.750 
-106.0400,32.8812,26,1.750 
-105.8222,32.8812,26,1.750 
-105.6044,32.8812,26,1.750 
-105.3866,32.8812,26,1.750 
-105.1688,32.8812,26,1.750 
-104.9511,32.8812,26,1.750 
-104.7333,32.8812,26,1.750 
-104.5155,32.8812,26,1.749 
-104.2977,32.8812,26,1.749 
-104.0799,32.8812,26,1.750 
-103.8622,32.8812,26,1.750 
-103.6444,32.8812,26,1.750 
-103.4266,32.8812,26,1.750 
-103.2088,32.8812,26,1.750 
-102.9910,32.8812,26,1.750 
-102.7733,32.8812,26,1.750 
-102.5555,32.8812,26,1.750 
-102.3377,32.8812,26,1.750 
-102.1199,32.8812,26,1.750 
-101.9021,32.8812,26,1.750 
-101.6843,32.8812,26,1.750 
-101.4666,32.8812,26,1.749 
-101.2488,32.8812,26,1.749 
-101.0310,32.8812,26,1.749 
-100.8132,32.8812,26,1.749 
-100.5954,32.8812,26,1.749 
-100.3777,32.8812,26,1.750 
-100.1599,32.8812,26,1.750 
-99.9421,32.8812,26,1.750 
-99.7243,32.8812,26,1.750 
-99.5065,32.8812,26,1.750 
-99.2888,32.8812,26,1.750 
-108.0000,32.7014,26,1.750 
-107.7822,32.7014,26,1.750 
-107.5644,32.7014,26,1.750 
-107.3467,32.7014,26,1.750 
-107.1289,32.7014,26,1.750 
-106.9111,32.7014,26,1.750 
-106.6933,32.7014,26,1.750 
-106.4755,32.7014,26,1.750 
-106.2578,32.7014,26,1.750 
-106.0400,32.7014,26,1.750 
-105.8222,32.7014,26,1.750 
-105.6044,32.7014,26,1.750 
-105.3866,32.7014,26,1.750 
-105.1688,32.7014,26,1.750 
-104.9511,32.7014,26,1.749 
-104.7333,32.7014,26,1.749 
-104.5155,32.7014,26,1.749 
-104.2977,32.7014,26,1.749 
-104.0799,32.7014,26,1.749 
-103.8622,32.7014,26,1.750 
-103.6444,32.7014,26,1.750 
-103.4266,32.7014,26,1.750 
-103.2088,32.7014,26,1.750 
-102.9910,32.7014,26,1.750 
-102.7733,32.7014,26,1.750 
-102.5555,32.7014,26,1.750 
-102.3377,32.7014,26,1.750 
-102.1199,32.7014,26,1.750 
-101.9021,32.7014,26,1.750 
-101.6843,32.7014,26,1.750 
-101.4666,32.7014,26,1.749 
-101.2488,32.7014,26,1.749 
-101.0310,32.7014,26,1.749 
-100.8132,32.7014,26,1.749 
-100.5954,32.7014,26,1.749 
-100.3777,32.7014,26,1.750 
-100.1599,32.7014,26,1.750 
-99.9421,32.7014,26,1.750 
-99.7243,32.7014,26,1.750 
-99.5065,32.7014,26,1.750 
-99.2888,32.7014,26,1.750 
-108.0000,32.5215,26,1.750 
-107.7822,32.5215,26,1.750 
-107.5644,32.5215,26,1.750 
-107.3467,32.5215,26,1.750 
-107.1289,32.5215,26,1.750 
-106.9111,32.5215,26,1.750 
-106.6933,32.5215,26,1.750 
-106.4755,32.5215,26,1.750 
-106.2578,32.5215,26,1.750 
-106.0400,32.5215,26,1.750 
-105.8222,32.5215,26,1.750 
-105.6044,32.5215,26,1.750 
-105.3866,32.5215,26,1.750 
-105.1688,32.5215,26,1.750 
-104.9511,32.5215,26,1.749 
-104.7333,32.5215,26,1.749 
-104.5155,32.5215,26,1.749 
-104.2977,32.5215,26,1.749 
-104.0799,32.5215,26,1.749 
-103.8622,32.5215,26,1.749 
-103.6444,32.5215,26,1.749 
-103.4266,32.5215,26,1.750 
-103.2088,32.5215,26,1.750 
-102.9910,32.5215,26,1.749 
-102.7733,32.5215,26,1.750 
-102.5555,32.5215,26,1.750 
-102.3377,32.5215,26,1.750 
-102.1199,32.5215,26,1.750 
-101.9021,32.5215,26,1.750 
-101.6843,32.5215,26,1.750 
-101.4666,32.5215,26,1.749 
-101.2488,32.5215,26,1.749 
-101.0310,32.5215,26,1.749 
-100.8132,32.5215,26,1.749 
-100.5954,32.5215,26,1.750 
-100.3777,32.5215,26,1.750 
-100.1599,32.5215,26,1.750 
-99.9421,32.5215,26,1.750 
-99.7243,32.5215,26,1.750 
-99.5065,32.5215,26,1.750 
-99.2888,32.5215,26,1.750 
-108.0000,32.3416,26,1.750 
-107.7822,32.3416,26,1.750 
-107.5644,32.3416,26,1.750 
-107.3467,32.3416,26,1.750 
-107.1289,32.3416,26,1.750 
-106.9111,32.3416,26,1.750 
-106.6933,32.3416,26,1.750 
-106.4755,32.3416,26,1.750 
-106.2578,32.3416,26,1.750 
-106.0400,32.3416,26,1.750 
-105.8222,32.3416,26,1.750 
-105.6044,32.3416,26,1.750 
-105.3866,32.3416,26,1.749 
-105.1688,32.3416,26,1.749 
-104.9511,32.3416,26,1.749 
-104.7333,32.3416,26,1.748 
-104.5155,32.3416,26,1.748 
-104.2977,32.3416,26,1.748 
-104.0799,32.3416,26,1.748 
-103.8622,32.3416,26,1.749 
-103.6444,32.3416,26,1.749 
-103.4266,32.3416,26,1.749 
-103.2088,32.3416,26,1.749 
-102.9910,32.3416,26,1.749 
-102.7733,32.3416,26,1.749 
-102.5555,32.3416,26,1.749 
-102.3377,32.3416,26,1.749 
-102.1199,32.3416,26,1.750 
-101.9021,32.3416,26,1.750 
-101.6843,32.3416,26,1.749 
-101.4666,32.3416,26,1.749 
-101.2488,32.3416,26,1.749 
-101.0310,32.3416,26,1.749 
-100.8132,32.3416,26,1.749 
-100.5954,32.3416,26,1.750 
-100.3777,32.3416,26,1.750 
-100.1599,32.3416,26,1.750 
-99.9421,32.3416,26,1.750 
-99.7243,32.3416,26,1.750 
-99.5065,32.3416,26,1.750 
-99.2888,32.3416,26,1.750 
-108.0000,32.1618,26,1.750 
-107.7822,32.1618,26,1.750 
-107.5644,32.1618,26,1.750 
-107.3467,32.1618,26,1.750 
-107.1289,32.1618,26,1.750 
-106.9111,32.1618,26,1.750 
-106.6933,32.1618,26,1.750 
-106.4755,32.1618,26,1.750 
-106.2578,32.1618,26,1.750 
-106.0400,32.1618,26,1.750 
-105.8222,32.1618,26,1.750 
-105.6044,32.1618,26,1.750 
-105.3866,32.1618,26,1.749 
-105.1688,32.1618,26,1.748 
-104.9511,32.1618,26,1.748 
-104.7333,32.1618,26,1.747 
-104.5155,32.1618,26,1.747 
-104.2977,32.1618,26,1.746 
-104.0799,32.1618,26,1.747 
-103.8622,32.1618,26,1.747 
-103.6444,32.1618,26,1.747 
-103.4266,32.1618,26,1.748 
-103.2088,32.1618,26,1.748 
-102.9910,32.1618,26,1.748 
-102.7733,32.1618,26,1.749 
-102.5555,32.1618,26,1.749 
-102.3377,32.1618,26,1.749 
-102.1199,32.1618,26,1.749 
-101.9021,32.1618,26,1.749 
-101.6843,32.1618,26,1.749 
-101.4666,32.1618,26,1.749 
-101.2488,32.1618,26,1.749 
-101.0310,32.1618,26,1.750 
-100.8132,32.1618,26,1.750 
-100.5954,32.1618,26,1.750 
-100.3777,32.1618,26,1.750 
-100.1599,32.1618,26,1.750 
-99.9421,32.1618,26,1.750 
-99.7243,32.1618,26,1.750 
-99.5065,32.1618,26,1.750 
-99.2888,32.1618,26,1.750 
-108.0000,31.9819,26,1.750 
-107.7822,31.9819,26,1.750 
-107.5644,31.9819,26,1.750 
-107.3467,31.9819,26,1.750 
-107.1289,31.9819,26,1.750 
-106.9111,31.9819,26,1.750 
-106.6933,31.9819,26,1.750 
-106.4755,31.9819,26,1.750 
-106.2578,31.9819,26,1.750 
-106.0400,31.9819,26,1.750 
-105.8222,31.9819,26,1.750 
-105.6044,31.9819,26,1.749 
-105.3866,31.9819,26,1.749 
-105.1688,31.9819,26,1.748 
-104.9511,31.9819,26,1.747 
-104.7333,31.9819,26,1.746 
-104.5155,31.9819,26,1.745 
-104.2977,31.9819,26,1.745 
-104.0799,31.9819,26,1.745 
-103.8622,31.9819,26,1.745 
-103.6444,31.9819,26,1.746 
-103.4266,31.9819,26,1.746 
-103.2088,31.9819,26,1.747 
-102.9910,31.9819,26,1.748 
-102.7733,31.9819,26,1.748 
-102.5555,31.9819,26,1.749 
-102.3377,31.9819,26,1.749 
-102.1199,31.9819,26,1.749 
-101.9021,31.9819,26,1.749 
-101.6843,31.9819,26,1.749 
-101.4666,31.9819,26,1.749 
-101.2488,31.9819,26,1.749 
-101.0310,31.9819,26,1.750 
-100.8132,31.9819,26,1.750 
-100.5954,31.9819,26,1.750 
-100.3777,31.9819,26,1.750 
-100.1599,31.9819,26,1.750 
-99.9421,31.9819,26,1.750 
-99.7243,31.9819,26,1.750 
-99.5065,31.9819,26,1.750 
-99.2888,31.9819,26,1.750 
-108.0000,31.8021,26,1.750 
-107.7822,31.8021,26,1.750 
-107.5644,31.8021,26,1.750 
-107.3467,31.8021,26,1.750 
-107.1289,31.8021,26,1.750 
-106.9111,31.8021,26,1.750 
-106.6933,31.8021,26,1.750 
-106.4755,31.8021,26,1.750 
-106.2578,31.8021,26,1.750 
-106.0400,31.8021,26,1.750 
-105.8222,31.8021,26,1.750 
-105.6044,31.8021,26,1.749 
-105.3866,31.8021,26,1.748 
-105.1688,31.8021,26,1.747 
-104.9511,31.8021,26,1.746 
-104.7333,31.8021,26,1.745 
-104.5155,31.8021,26,1.744 
-104.2977,31.8021,26,1.743 
-104.0799,31.8021,26,1.743 
-103.8622,31.8021,26,1.743 
-103.6444,31.8021,26,1.744 
-103.4266,31.8021,26,1.745 
-103.2088,31.8021,26,1.746 
-102.9910,31.8021,26,1.747 
-102.7733,31.8021,26,1.748 
-102.5555,31.8021,26,1.748 
-102.3377,31.8021,26,1.749 
-102.1199,31.8021,26,1.749 
-101.9021,31.8021,26,1.749 
-101.6843,31.8021,26,1.749 
-101.4666,31.8021,26,1.749 
-101.2488,31.8021,26,1.749 
-101.0310,31.8021,26,1.750 
-100.8132,31.8021,26,1.750 
-100.5954,31.8021,26,1.750 
-100.3777,31.8021,26,1.750 
-100.1599,31.8021,26,1.750 
-99.9421,31.8021,26,1.750 
-99.7243,31.8021,26,1.750 
-99.5065,31.8021,26,1.750 
-99.2888,31.8021,26,1.750 
-108.0000,31.6222,26,1.750 
-107.7822,31.6222,26,1.750 
-107.5644,31.6222,26,1.750 
-107.3467,31.6222,26,1.750 
-107.1289,31.6222,26,1.750 
-106.9111,31.6222,26,1.750 
-106.6933,31.6222,26,1.750 
-106.4755,31.6222,26,1.750 
-106.2578,31.6222,26,1.750 
-106.0400,31.6222,26,1.750 
-105.8222,31.6222,26,1.750 
-105.6044,31.6222,26,1.749 
-105.3866,31.6222,26,1.748 
-105.1688,31.6222,26,1.747 
-104.9511,31.6222,26,1.745 
-104.7333,31.6222,26,1.743 
-104.5155,31.6222,26,1.742 
-104.2977,31.6222,26,1.741 
-104.0799,31.6222,26,1.741 
-103.8622,31.6222,26,1.741 
-103.6444,31.6222,26,1.742 
-103.4266,31.6222,26,1.743 
-103.2088,31.6222,26,1.744 
-102.9910,31.6222,26,1.746 
-102.7733,31.6222,26,1.747 
-102.5555,31.6222,26,1.748 
-102.3377,31.6222,26,1.749 
-102.1199,31.6222,26,1.749 
-101.9021,31.6222,26,1.749 
-101.6843,31.6222,26,1.749 
-101.4666,31.6222,26,1.749 
-101.2488,31.6222,26,1.749 
-101.0310,31.6222,26,1.749 
-100.8132,31.6222,26,1.750 
-100.5954,31.6222,26,1.750 
-100.3777,31.6222,26,1.750 
-100.1599,31.6222,26,1.750 
-99.9421,31.6222,26,1.750 
-99.7243,31.6222,26,1.750 
-99.5065,31.6222,26,1.750 
-99.2888,31.6222,26,1.750 
-108.0000,31.4423,26,1.750 
-107.7822,31.4423,26,1.750 
-107.5644,31.4423,26,1.750 
-107.3467,31.4423,26,1.750 
-107.1289,31.4423,26,1.750 
-106.9111,31.4423,26,1.750 
-106.6933,31.4423,26,1.750 
-106.4755,31.4423,26,1.750 
-106.2578,31.4423,26,1.750 
-106.0400,31.4423,26,1.750 
-105.8222,31.4423,26,1.750 
-105.6044,31.4423,26,1.749 
-105.3866,31.4423,26,1.748 
-105.1688,31.4423,26,1.747 
-104.9511,31.4423,26,1.745 
-104.7333,31.4423,26,1.744 
-104.5155,31.4423,26,1.743 
-104.2977,31.4423,26,1.741 
-104.0799,31.4423,26,1.740 
-103.8622,31.4423,26,1.740 
-103.6444,31.4423,26,1.741 
-103.4266,31.4423,26,1.742 
-103.2088,31.4423,26,1.743 
-102.9910,31.4423,26,1.745 
-102.7733,31.4423,26,1.747 
-102.5555,31.4423,26,1.748 
-102.3377,31.4423,26,1.749 
-102.1199,31.4423,26,1.749 
-101.9021,31.4423,26,1.749 
-101.6843,31.4423,26,1.749 
-101.4666,31.4423,26,1.749 
-101.2488,31.4423,26,1.749 
-101.0310,31.4423,26,1.749 
-100.8132,31.4423,26,1.749 
-100.5954,31.4423,26,1.750 
-100.3777,31.4423,26,1.750 
-100.1599,31.4423,26,1.750 
-99.9421,31.4423,26,1.750 
-99.7243,31.4423,26,1.750 
-99.5065,31.4423,26,1.750 
-99.2888,31.4423,26,1.750 
-108.0000,31.2625,26,1.750 
-107.7822,31.2625,26,1.750 
-107.5644,31.2625,26,1.750 
-107.3467,31.2625,26,1.750 
-107.1289,31.2625,26,1.750 
-106.9111,31.2625,26,1.750 
-106.6933,31.2625,26,1.750 
-106.4755,31.2625,26,1.750 
-106.2578,31.2625,26,1.750 
-106.0400,31.2625,26,1.750 
-105.8222,31.2625,26,1.750 
-105.6044,31.2625,26,1.749 
-105.3866,31.2625,26,1.749 
-105.1688,31.2625,26,1.748 
-104.9511,31.2625,26,1.746 
-104.7333,31.2625,26,1.745 
-104.5155,31.2625,26,1.744 
-104.2977,31.2625,26,1.743 
-104.0799,31.2625,26,1.742 
-103.8622,31.2625,26,1.741 
-103.6444,31.2625,26,1.741 
-103.4266,31.2625,26,1.742 
-103.2088,31.2625,26,1.744 
-102.9910,31.2625,26,1.745 
-102.7733,31.2625,26,1.747 
-102.5555,31.2625,26,1.748 
-102.3377,31.2625,26,1.749 
-102.1199,31.2625,26,1.749 
-101.9021,31.2625,26,1.749 
-101.6843,31.2625,26,1.749 
-101.4666,31.2625,26,1.749 
-101.2488,31.2625,26,1.749 
-101.0310,31.2625,26,1.749 
-100.8132,31.2625,26,1.749 
-100.5954,31.2625,26,1.750 
-100.3777,31.2625,26,1.750 
-100.1599,31.2625,26,1.750 
-99.9421,31.2625,26,1.750 
-99.7243,31.2625,26,1.750 
-99.5065,31.2625,26,1.750 
-99.2888,31.2625,26,1.750 
-108.0000,31.0826,26,1.750 
-107.7822,31.0826,26,1.750 
-107.5644,31.0826,26,1.750 
-107.3467,31.0826,26,1.750 
-107.1289,31.0826,26,1.750 
-106.9111,31.0826,26,1.750 
-106.6933,31.0826,26,1.750 
-106.4755,31.0826,26,1.750 
-106.2578,31.0826,26,1.750 
-106.0400,31.0826,26,1.750 
-105.8222,31.0826,26,1.750 
-105.6044,31.0826,26,1.750 
